DATE ,HABITAT,TRANSECT,Easting,Northing,COMPASS,Point,Species Code,Common Name,Scientific Name,Height,Comments,Comments 2 ,
5/8/2002,LM,1C,,,138,7.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,8,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,8.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,9,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,9.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,10,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,10.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,11,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,11.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,12,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,12.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,13,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,13.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,14,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,14.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,15,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,0,BARE,Bare Ground,N/A,,"this transect was done not using point, intercept method, but Sdist/Edist",,
5/8/2002,LM,5A,561930,4219065,303,0.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,1,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,1.5,SAVI,Pickleweed,Salicornia virginica,,,,
5/8/2002,LM,5A,561930,4219065,303,2,SAVI,Pickleweed,Salicornia virginica,,,,
5/8/2002,LM,5A,561930,4219065,303,2.5,SAVI,Pickleweed,Salicornia virginica,,,,
5/8/2002,LM,5A,561930,4219065,303,3,POSP,Unknown grass Poaceae,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,3.5,POSP,Unknown grass Poaceae,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,4,POSP,Unknown grass Poaceae,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,4.5,POSP,Unknown grass Poaceae,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,5.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,6,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,6.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,7,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,7.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,8,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,8.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,9,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,9.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,10,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,10.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,11,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,11.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,12,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,12.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,13,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,13.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,14,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,14.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5A,561930,4219065,303,15,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,0,BARE,Bare Ground,N/A,,"this transect was done not using point, intercept method, but Sdist/Edist",,
5/8/2002,LM,5B,,,262,0.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,1,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,1.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,2,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,2.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,3,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,3.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,4,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,4.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,5.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,6,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,6.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,7,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,7.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,8,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,8.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,5B,,,262,9,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,9.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,10,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,10.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,11,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,11.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,12,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,12.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,13,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,13.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,14,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,14.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,5B,,,262,15,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,1C,,,138,0,BARE,Bare Ground,N/A,,"this transect was done not using point, intercept method, but Sdist/Edist",,
5/8/2002,LM,1C,,,138,0.5,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,1C,,,138,1,BARE,Bare Ground,N/A,,,,
5/8/2002,LM,1C,,,138,1.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,2,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,2.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,3,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,3.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,4,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,4.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,5.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,6,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,6.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,7,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,7.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,8,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,8.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,9,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,9.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,10,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,10.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,11,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,11.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,12,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,12.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,13,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,13.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,14,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,14.5,OPWA,Open Water,N/A,,,,
5/8/2002,LM,1C,,,138,15,OPWA,Open Water,N/A,,,,
5/8/2002,HM,6,561948,4218947,95,0,HOBR,Meadow Barley,Hordeum brachyantherum,,"this transect was done not using point, intercept method, but Sdist/Edist",,
5/8/2002,HM,6,561948,4218947,95,0.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,1,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,1.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,2,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,2.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,3,BARE,Bare Ground,N/A,,,,
5/8/2002,HM,6,561948,4218947,95,3.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,4,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,4.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,5,COCO,Brass buttons,Cotula coronopifolia,,,,
5/8/2002,HM,6,561948,4218947,95,5.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,6,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,6.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,7,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,7.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,8,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,,,,
5/8/2002,HM,6,561948,4218947,95,8.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,9,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,9.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,10,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,10.5,COCO,Brass buttons,Cotula coronopifolia,,,,
5/8/2002,HM,6,561948,4218947,95,11,BARE,Bare Ground,N/A,,,,
5/8/2002,HM,6,561948,4218947,95,11.5,COCO,Brass buttons,Cotula coronopifolia,,,,
5/8/2002,HM,6,561948,4218947,95,12,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,12.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,13,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,13.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,14,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,14.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,15,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,15.5,COCO,Brass buttons,Cotula coronopifolia,,,,
5/8/2002,HM,6,561948,4218947,95,16,BARE,Bare Ground,N/A,,,,
5/8/2002,HM,6,561948,4218947,95,16.5,COCO,Brass buttons,Cotula coronopifolia,,,,
5/8/2002,HM,6,561948,4218947,95,17,BARE,Bare Ground,N/A,,,,
5/8/2002,HM,6,561948,4218947,95,17.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,18,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,18.5,BARE,Bare Ground,N/A,,,,
5/8/2002,HM,6,561948,4218947,95,19,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/8/2002,HM,6,561948,4218947,95,19.5,BARE,Bare Ground,N/A,,,,
5/8/2002,HM,6,561948,4218947,95,20,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/9/2002,LM,2,562145,4218990,262,0,BARE,Bare Ground,N/A,,"this transect was done not using point, intercept method, but Sdist/Edist",,
5/9/2002,LM,2,562145,4218990,262,0.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,1,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,1.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,2,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,2.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,3,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,3.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,4,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,4.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/9/2002,LM,2,562145,4218990,262,5.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,6,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,6.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,7,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,7.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,8,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,8.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/9/2002,LM,2,562145,4218990,262,9,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,9.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,10,COCO,Brass buttons,Cotula coronopifolia,,,,
5/9/2002,LM,2,562145,4218990,262,10.5,COCO,Brass buttons,Cotula coronopifolia,,,,
5/9/2002,LM,2,562145,4218990,262,11,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,11.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,12,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,12.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,13,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/9/2002,LM,2,562145,4218990,262,13.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,14,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,14.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,15,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,15.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,16,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,16.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,17,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,17.5,HOBR,Meadow Barley,Hordeum brachyantherum,,,,
5/9/2002,LM,2,562145,4218990,262,18,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,18.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,19,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,19.5,BARE,Bare Ground,N/A,,,,
5/9/2002,LM,2,562145,4218990,262,20,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,0,OPWA,Open Water,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,0.5,OPWA,Open Water,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,1,OPWA,Open Water,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,1.5,COCO,Brass buttons,Cotula coronopifolia,,,,
5/9/2002,MP,1,561920,4219189,161,2,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,2.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,3,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,3.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,4,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,4.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,5.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,6,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,6.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,7,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,7.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,8,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,8.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,9,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,9.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,10,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,10.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,11,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,11.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,12,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,12.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,13,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,13.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,14,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,14.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,1,561920,4219189,161,15,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,0,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,0.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,1,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,1.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,2,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,2.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,3,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,3.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,4,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,4.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,5.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,6,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,6.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,7,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,7.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,8,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,8.5,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,9,BARE,Bare Ground,N/A,,,,
5/9/2002,MP,2,562069,4219070,246,9.5,COCO,Brass buttons,Cotula coronopifolia,,,,
